cust_no,recommended_products
C0005200,"D0021,D0034,D0084,D0053,D0083"
C0005204,"D0023,D0061,D0093,D0079,D0013"
C0005208,"P00239,D0076,D0020,D0098,D0025"
C0005212,"P00212,P00141,P00056,D0025,D0093"
C0005216,"D0073,D0007,D0044,D0035,D0081"
C0005217,"D0083,D0044,D0048,D0070,D0018"
C0005218,"P00268,P00428,P00387,D0067,D0072"
C0005226,"P00331,P00082,P00369,D0020,D0035"
C0005227,"P00344,D0051,D0086,D0078,D0053"
C0005228,"D0056,D0007,D0021,D0027,D0082"
C0005231,"D0009,D0014,D0043,D0027,D0086"
C0005237,"P00258,P00271,D0058,D0021,D0045"
C0005246,"P00339,P00383,D0047,D0019,D0058"
C0005249,"P00065,D0035,D0078,D0003,D0040"
C0005251,"P00399,D0022,D0066,D0100,D0075"
C0005253,"D0065,D0051,D0006,D0092,D0080"
C0005269,"D0083,D0082,D0015,D0074,D0023"
C0005273,"D0016,D0037,D0038,D0092,D0042"
C0005275,"P00222,D0038,D0005,D0015,D0063"
C0005278,"P00342,P00047,P00073,P00450,D0028"
C0005283,"D0050,D0039,D0044,D0010,D0031"
C0005291,"D0090,D0025,D0072,D0017,D0029"
C0005298,"P00497,P00274,P00115,D0038,D0026"
C0005305,"D0100,D0014,D0038,D0085,D0050"
C0005307,"P00269,D0066,D0087,D0022,D0004"
C0005332,"P00349,D0030,D0047,D0085,D0081"
C0005333,"P00349,D0024,D0059,D0043,D0016"
C0005334,"D0025,D0081,D0024,D0035,D0077"
C0005338,"D0028,D0087,D0049,D0001,D0039"
C0005344,"P00261,D0037,D0071,D0080,D0034"
C0005346,"D0016,D0080,D0040,D0065,D0050"
C0005349,"P00453,P00380,P00188,P00127,P00333"
C0005351,"D0085,D0100,D0031,D0062,D0057"
C0005352,"D0037,D0065,D0059,D0026,D0023"
C0005353,"P00051,D0016,D0099,D0097,D0028"
C0005355,"D0052,D0013,D0033,D0007,D0078"
C0005358,"D0038,D0020,D0001,D0062,D0017"
C0005360,"D0009,D0038,D0097,D0071,D0077"
C0005372,"P00029,P00106,D0013,D0079,D0017"
C0005377,"D0054,D0015,D0030,D0057,D0060"
C0005380,"D0005,D0035,D0019,D0020,D0065"
C0005381,"P00429,D0022,D0057,D0044,D0081"
C0005382,"D0005,D0063,D0021,D0049,D0099"
C0005383,"D0077,D0045,D0069,D0056,D0059"
C0005385,"D0084,D0090,D0056,D0001,D0073"
C0005386,"P00023,D0011,D0096,D0005,D0059"
C0005392,"P00079,D0027,D0003,D0051,D0016"
C0005395,"P00062,D0079,D0017,D0006,D0031"
C0005408,"P00317,D0068,D0069,D0075,D0076"
C0005413,"P00232,P00175,P00410,P00337,P00279"
C0005422,"D0089,D0008,D0088,D0093,D0004"
C0005427,"P00050,P00326,D0062,D0091,D0093"
C0005437,"D0025,D0027,D0087,D0032,D0048"
C0005439,"P00276,P00261,D0099,D0003,D0097"
C0005447,"P00204,P00183,D0096,D0056,D0085"
C0005454,"P00094,P00434,P00127,P00184,D0016"
C0005457,"D0036,D0083,D0082,D0019,D0043"
C0005460,"P00323,D0031,D0074,D0062,D0037"
C0005461,"D0037,D0012,D0073,D0015,D0080"
C0005467,"D0048,D0002,D0017,D0007,D0054"
C0005469,"D0073,D0017,D0032,D0043,D0004"
C0005475,"D0011,D0075,D0056,D0063,D0065"
C0005484,"D0040,D0012,D0090,D0034,D0062"
C0005490,"P00129,D0009,D0098,D0059,D0041"
C0005503,"P00139,P00179,D0099,D0055,D0008"
C0005504,"P00235,P00035,D0081,D0047,D0006"
C0005514,"D0038,D0067,D0098,D0071,D0064"
C0005526,"P00414,D0084,D0083,D0074,D0066"
C0005528,"P00284,P00426,D0098,D0088,D0087"
C0005533,"P00232,D0016,D0077,D0097,D0068"
C0005538,"P00149,P00319,D0024,D0082,D0015"
C0005549,"D0082,D0044,D0019,D0041,D0098"
C0005551,"D0036,D0013,D0084,D0003,D0026"
C0005554,"P00190,P00177,D0069,D0053,D0048"
C0005555,"P00112,P00251,D0050,D0039,D0044"
C0005558,"P00211,P00245,D0084,D0069,D0050"
C0005562,"D0024,D0055,D0039,D0085,D0092"
C0005567,"D0042,D0087,D0097,D0057,D0028"
C0005569,"D0025,D0039,D0044,D0021,D0051"
C0005573,"D0027,D0036,D0060,D0053,D0062"
C0005577,"D0075,D0091,D0066,D0086,D0030"
C0005585,"P00070,P00287,D0007,D0039,D0053"
C0005588,"D0094,D0024,D0064,D0009,D0077"
C0005598,"P00180,P00135,D0040,D0063,D0021"
C0005599,"P00177,P00498,P00477,D0066,D0026"
C0005602,"D0056,D0006,D0009,D0080,D0043"
C0005606,"P00123,D0078,D0098,D0091,D0085"
C0005628,"D0014,D0037,D0038,D0045,D0047"
C0005633,"D0050,D0042,D0016,D0063,D0077"
C0005636,"P00311,P00055,P00086,D0075,D0063"
C0005643,"D0038,D0047,D0066,D0054,D0079"
C0005648,"P00004,D0027,D0094,D0093,D0008"
C0005654,"P00099,D0080,D0031,D0089,D0037"
C0005655,"P00435,D0008,D0097,D0068,D0001"
C0005668,"P00293,D0062,D0023,D0079,D0017"
C0005672,"P00202,P00115,P00234,D0044,D0025"
C0005684,"D0008,D0081,D0005,D0072,D0060"
C0005686,"D0032,D0055,D0083,D0048,D0062"
C0005688,"D0023,D0007,D0017,D0062,D0060"
C0005702,"D0034,D0080,D0029,D0007,D0086"
C0005703,"P00330,D0033,D0014,D0018,D0047"
C0005710,"D0094,D0043,D0084,D0017,D0021"
C0005715,"D0038,D0082,D0058,D0035,D0092"
C0005724,"P00490,P00157,P00056,D0065,D0041"
C0005733,"D0074,D0010,D0008,D0087,D0031"
C0005735,"D0087,D0097,D0005,D0031,D0004"
C0005744,"D0052,D0035,D0047,D0076,D0097"
C0005747,"P00268,P00344,D0027,D0078,D0069"
C0005750,"P00461,D0076,D0064,D0077,D0099"
C0005759,"P00400,P00212,D0003,D0014,D0092"
C0005761,"D0058,D0025,D0004,D0069,D0039"
C0005762,"D0050,D0048,D0035,D0009,D0039"
C0005763,"P00181,D0022,D0055,D0007,D0095"
C0005764,"P00388,D0019,D0072,D0035,D0078"
C0005771,"P00471,D0048,D0026,D0032,D0041"
C0005772,"P00031,D0016,D0019,D0089,D0038"
C0005785,"D0058,D0034,D0001,D0065,D0025"
C0005788,"P00311,P00398,D0014,D0027,D0072"
C0005793,"P00062,D0100,D0044,D0055,D0083"
C0005801,"P00291,D0001,D0074,D0039,D0036"
C0005805,"P00147,D0011,D0062,D0068,D0013"
C0005810,"D0100,D0031,D0025,D0078,D0054"
C0005815,"P00325,P00399,D0021,D0059,D0085"
C0005816,"D0014,D0081,D0060,D0045,D0028"
C0005818,"D0035,D0053,D0092,D0010,D0056"
C0005834,"P00036,P00286,P00288,D0018,D0046"
C0005835,"D0096,D0027,D0054,D0071,D0041"
C0005837,"P00217,D0044,D0033,D0040,D0012"
C0005850,"P00423,P00397,P00384,D0021,D0042"
C0005853,"D0043,D0027,D0084,D0059,D0069"
C0005859,"D0066,D0039,D0026,D0025,D0080"
C0005860,"P00003,P00181,P00223,D0095,D0016"
C0005862,"P00288,D0009,D0062,D0091,D0018"
C0005864,"P00315,P00457,D0028,D0005,D0063"
C0005884,"D0066,D0017,D0022,D0063,D0055"
C0005886,"D0064,D0038,D0026,D0034,D0059"
C0005889,"D0019,D0046,D0035,D0030,D0033"
C0005894,"D0018,D0013,D0012,D0085,D0005"
C0005901,"D0066,D0013,D0020,D0007,D0001"
C0005904,"P00128,D0045,D0025,D0016,D0059"
C0005916,"D0037,D0042,D0083,D0034,D0054"
C0005922,"D0008,D0086,D0100,D0082,D0084"
C0005923,"D0018,D0064,D0068,D0042,D0073"
C0005924,"P00413,P00321,D0050,D0037,D0088"
C0005926,"D0098,D0018,D0012,D0009,D0096"
C0005928,"P00214,D0015,D0040,D0089,D0047"
C0005934,"P00047,D0051,D0065,D0013,D0057"
C0005935,"P00082,P00445,D0025,D0045,D0095"
C0005938,"P00435,P00297,D0058,D0015,D0088"
C0005946,"D0082,D0054,D0085,D0074,D0067"
C0005955,"P00125,D0038,D0009,D0026,D0070"
C0005961,"D0008,D0084,D0036,D0033,D0090"
C0005971,"D0002,D0073,D0069,D0065,D0082"
C0005976,"D0087,D0049,D0077,D0100,D0041"
C0005981,"P00025,P00041,D0008,D0029,D0053"
C0005991,"D0074,D0058,D0072,D0012,D0090"
C0005996,"P00254,P00332,D0092,D0052,D0003"
C0005997,"P00429,D0058,D0007,D0077,D0033"
C0005999,"P00425,D0044,D0086,D0087,D0077"
C0006003,"P00317,D0072,D0097,D0016,D0096"
C0006021,"P00031,D0092,D0097,D0005,D0074"
C0006024,"P00096,D0054,D0053,D0068,D0020"
C0006046,"D0069,D0032,D0084,D0025,D0004"
C0006053,"P00182,P00395,P00024,D0063,D0090"
C0006057,"P00498,D0083,D0095,D0010,D0057"
C0006062,"P00476,P00121,D0039,D0069,D0016"
C0006064,"P00242,P00434,D0016,D0076,D0089"
C0006069,"P00228,P00072,P00193,P00212,D0050"
C0006070,"D0059,D0058,D0016,D0049,D0052"
C0006071,"P00336,P00093,P00368,D0067,D0037"
C0006073,"D0082,D0003,D0009,D0093,D0024"
C0006075,"D0035,D0095,D0033,D0004,D0098"
C0006076,"D0100,D0078,D0062,D0035,D0083"
C0006077,"P00428,P00084,P00399,D0077,D0047"
C0006085,"D0096,D0013,D0051,D0098,D0088"
C0006088,"D0067,D0081,D0036,D0065,D0076"
C0006089,"D0020,D0092,D0032,D0095,D0078"
C0006092,"D0020,D0013,D0022,D0038,D0034"
C0006120,"P00420,P00431,D0028,D0033,D0037"
C0006127,"P00436,D0059,D0075,D0014,D0044"
C0006133,"P00036,D0067,D0014,D0005,D0058"
C0006135,"P00305,D0071,D0003,D0004,D0084"
C0006137,"P00497,P00382,P00234,P00433,D0100"
C0006138,"P00058,D0006,D0013,D0094,D0078"
C0006142,"D0010,D0073,D0030,D0089,D0086"
C0006144,"P00356,D0097,D0059,D0036,D0047"
C0006149,"P00096,D0021,D0019,D0016,D0078"
C0006154,"D0034,D0016,D0041,D0009,D0069"
C0006162,"D0082,D0044,D0008,D0055,D0046"
C0006163,"D0034,D0088,D0022,D0067,D0069"
C0006165,"D0035,D0071,D0072,D0018,D0033"
C0006174,"P00232,D0029,D0092,D0068,D0045"
C0006179,"P00233,P00348,D0065,D0041,D0073"
C0006180,"D0003,D0027,D0048,D0054,D0089"
C0006187,"P00048,P00053,D0084,D0070,D0083"
C0006189,"P00495,P00214,P00076,D0043,D0028"
C0006194,"D0069,D0004,D0072,D0067,D0032"
C0006196,"P00103,P00309,D0051,D0070,D0078"
C0006207,"D0018,D0097,D0011,D0069,D0093"
C0006210,"D0056,D0010,D0047,D0022,D0024"
C0006211,"P00453,P00014,D0006,D0023,D0083"
C0006212,"D0017,D0046,D0010,D0082,D0024"
C0006216,"P00373,D0065,D0059,D0070,D0034"
C0006217,"P00079,D0067,D0086,D0060,D0070"
C0006219,"P00089,P00477,P00481,D0011,D0057"
C0006221,"D0012,D0042,D0007,D0003,D0055"
C0006224,"D0031,D0097,D0090,D0079,D0041"
C0006226,"P00109,D0079,D0052,D0063,D0005"
C0006229,"D0100,D0094,D0047,D0002,D0073"
C0006236,"P00100,D0055,D0067,D0095,D0012"
C0006238,"D0059,D0007,D0038,D0032,D0065"
C0006242,"P00392,P00309,D0021,D0038,D0022"
C0006244,"D0060,D0043,D0085,D0049,D0023"
C0006246,"D0090,D0004,D0051,D0069,D0007"
C0006247,"P00258,P00364,D0017,D0071,D0098"
C0006249,"D0093,D0023,D0016,D0089,D0073"
C0006254,"P00253,D0068,D0089,D0067,D0073"
C0006259,"P00344,P00364,D0100,D0003,D0068"
C0006260,"P00410,D0036,D0095,D0084,D0099"
C0006267,"P00154,P00451,D0090,D0062,D0051"
C0006268,"P00482,D0060,D0022,D0039,D0083"
C0006269,"P00258,P00416,D0051,D0031,D0095"
C0006271,"D0035,D0071,D0009,D0021,D0028"
C0006272,"D0081,D0092,D0087,D0004,D0056"
C0006276,"D0039,D0048,D0037,D0100,D0054"
C0006280,"P00256,D0033,D0053,D0011,D0038"
C0006282,"P00208,P00157,D0049,D0023,D0022"
C0006286,"P00029,P00193,D0055,D0074,D0076"
C0006287,"P00164,P00334,D0016,D0001,D0083"
C0006291,"P00011,P00148,P00339,D0074,D0064"
C0006292,"D0076,D0065,D0001,D0083,D0073"
C0006293,"D0095,D0029,D0057,D0051,D0088"
C0006302,"D0009,D0061,D0046,D0098,D0022"
C0006310,"P00018,P00336,D0088,D0032,D0056"
C0006312,"D0081,D0099,D0043,D0080,D0086"
C0006329,"P00122,P00284,P00118,D0010,D0067"
C0006333,"P00150,D0026,D0097,D0019,D0042"
C0006336,"P00015,D0019,D0022,D0032,D0048"
C0006341,"D0023,D0002,D0066,D0035,D0061"
C0006347,"D0100,D0097,D0052,D0055,D0045"
C0006353,"P00311,D0035,D0013,D0090,D0093"
C0006367,"P00470,P00170,P00113,P00151,D0002"
C0006368,"P00165,D0018,D0033,D0046,D0026"
C0006374,"P00114,D0100,D0099,D0065,D0098"
C0006378,"P00346,P00489,D0065,D0019,D0035"
C0006384,"P00325,D0024,D0084,D0088,D0037"
C0006385,"P00414,D0045,D0039,D0097,D0011"
C0006386,"P00139,P00066,P00297,D0004,D0015"
C0006403,"P00405,D0008,D0057,D0043,D0095"
C0006406,"P00025,P00125,P00075,D0028,D0022"
C0006408,"D0013,D0055,D0009,D0070,D0093"
C0006410,"D0080,D0058,D0006,D0054,D0059"
C0006419,"D0013,D0008,D0030,D0012,D0064"
C0006422,"P00174,P00004,P00132,P00343,P00164"
C0006423,"P00099,D0013,D0047,D0053,D0099"
C0006424,"P00415,P00133,D0088,D0013,D0019"
C0006425,"P00050,D0086,D0046,D0048,D0078"
C0006428,"D0069,D0008,D0099,D0074,D0055"
C0006429,"P00155,D0041,D0071,D0063,D0049"
C0006434,"D0018,D0098,D0028,D0070,D0057"
C0006439,"D0040,D0069,D0083,D0061,D0072"
C0006441,"P00325,P00356,P00279,P00035,D0048"
C0006443,"P00017,P00373,P00037,P00061,D0072"
C0006463,"D0097,D0063,D0091,D0086,D0062"
C0006464,"P00106,D0040,D0079,D0060,D0098"
C0006468,"D0060,D0018,D0008,D0006,D0074"
C0006473,"D0086,D0004,D0034,D0033,D0098"
C0006479,"P00127,D0063,D0044,D0073,D0006"
C0006483,"D0028,D0029,D0053,D0008,D0005"
C0006491,"D0001,D0030,D0022,D0029,D0075"
C0006492,"P00288,D0037,D0066,D0044,D0062"
C0006502,"P00159,D0074,D0018,D0034,D0084"
C0006504,"P00027,D0021,D0022,D0051,D0048"
C0006505,"P00380,D0100,D0061,D0045,D0071"
C0006516,"D0026,D0020,D0063,D0044,D0067"
C0006518,"P00201,P00462,D0053,D0070,D0063"
C0006528,"D0004,D0031,D0053,D0082,D0054"
C0006530,"D0057,D0026,D0049,D0053,D0025"
C0006542,"D0067,D0044,D0098,D0057,D0053"
C0006545,"P00214,D0019,D0069,D0056,D0090"
C0006550,"P00213,D0046,D0030,D0032,D0070"
C0006558,"P00283,D0075,D0083,D0028,D0046"
C0006562,"P00272,P00439,D0005,D0045,D0077"
C0006563,"D0012,D0078,D0070,D0055,D0069"
C0006584,"P00176,P00262,P00290,P00486,D0091"
C0006585,"P00494,D0002,D0074,D0073,D0055"
C0006587,"D0032,D0013,D0045,D0026,D0082"
C0006591,"P00025,D0026,D0023,D0089,D0094"
C0006594,"P00029,D0067,D0068,D0042,D0090"
C0006601,"D0061,D0039,D0020,D0073,D0012"
C0006602,"P00004,D0049,D0041,D0015,D0090"
C0006613,"P00368,D0039,D0055,D0010,D0001"
C0006620,"D0086,D0017,D0094,D0010,D0071"
C0006625,"D0064,D0025,D0023,D0049,D0057"
C0006627,"P00247,D0084,D0015,D0018,D0057"
C0006632,"P00319,P00434,D0014,D0021,D0053"
C0006642,"P00086,P00490,P00383,P00354,D0015"
C0006648,"D0098,D0040,D0056,D0024,D0062"
C0006649,"D0050,D0026,D0054,D0011,D0025"
C0006651,"D0046,D0003,D0023,D0040,D0028"
C0006660,"P00312,P00203,P00099,D0086,D0047"
C0006662,"P00288,D0093,D0096,D0076,D0058"
C0006663,"P00283,P00216,D0077,D0063,D0028"
C0006665,"P00180,P00096,P00140,D0100,D0084"
C0006670,"D0076,D0006,D0072,D0082,D0067"
C0006671,"P00090,D0093,D0074,D0068,D0078"
C0006673,"D0048,D0080,D0095,D0026,D0060"
C0006678,"P00380,P00129,D0068,D0072,D0033"
C0006683,"P00467,P00468,D0090,D0036,D0086"
C0006686,"D0002,D0016,D0067,D0088,D0023"
C0006688,"D0035,D0098,D0013,D0073,D0020"
C0006691,"P00314,D0072,D0068,D0008,D0085"
C0006693,"D0019,D0076,D0099,D0070,D0013"
C0006699,"P00392,D0007,D0071,D0034,D0081"
C0006704,"D0028,D0022,D0080,D0057,D0046"
C0006706,"D0049,D0030,D0075,D0034,D0042"
C0006707,"P00079,P00162,P00347,D0072,D0004"
C0006713,"P00226,D0071,D0036,D0020,D0038"
C0006718,"D0067,D0100,D0037,D0016,D0074"
C0006731,"P00261,D0046,D0099,D0005,D0055"
C0006734,"D0061,D0039,D0025,D0015,D0011"
C0006735,"D0021,D0033,D0064,D0074,D0093"
C0006736,"P00323,P00427,P00302,D0072,D0035"
C0006741,"D0074,D0046,D0049,D0065,D0023"
C0006742,"P00159,P00135,D0026,D0030,D0057"
C0006757,"P00269,P00301,D0030,D0004,D0050"
C0006758,"P00492,P00004,P00165,D0090,D0004"
C0006760,"D0034,D0048,D0005,D0027,D0016"
C0006761,"P00130,D0028,D0062,D0006,D0016"
C0006770,"P00019,P00136,P00463,P00326,D0061"
C0006776,"P00454,P00382,D0042,D0081,D0061"
C0006780,"P00278,P00390,P00389,D0022,D0006"
C0006789,"P00325,P00458,P00011,D0066,D0087"
C0006811,"P00482,P00142,D0067,D0012,D0058"
C0006813,"D0009,D0064,D0030,D0043,D0051"
C0006814,"D0013,D0061,D0075,D0016,D0025"
C0006815,"P00156,P00019,D0091,D0005,D0012"
C0006827,"D0004,D0013,D0061,D0021,D0050"
C0006830,"P00283,D0091,D0088,D0056,D0040"
C0006832,"D0013,D0008,D0019,D0038,D0072"
C0006836,"P00320,P00203,D0013,D0073,D0003"
C0006847,"P00146,D0072,D0048,D0010,D0076"
C0006848,"D0011,D0048,D0042,D0056,D0068"
C0006849,"P00339,P00289,D0072,D0093,D0049"
C0006864,"P00403,D0031,D0046,D0028,D0007"
C0006867,"P00335,P00498,D0014,D0086,D0038"
C0006873,"P00288,D0076,D0020,D0050,D0072"
C0006875,"P00466,P00056,P00016,P00461,D0021"
C0006877,"P00328,P00203,D0010,D0078,D0044"
C0006880,"D0091,D0049,D0003,D0060,D0009"
C0006881,"D0012,D0023,D0100,D0055,D0063"
C0006886,"D0047,D0015,D0069,D0092,D0023"
C0006889,"P00435,P00117,P00408,P00075,D0061"
C0006892,"P00403,D0079,D0086,D0073,D0053"
C0006897,"P00086,P00119,P00072,P00261,P00428"
C0006910,"P00149,P00004,D0080,D0089,D0029"
C0006914,"P00236,D0047,D0039,D0077,D0085"
C0006915,"D0066,D0061,D0049,D0014,D0065"
C0006917,"P00048,D0074,D0091,D0019,D0060"
C0006921,"D0092,D0009,D0005,D0081,D0049"
C0006927,"D0010,D0041,D0061,D0027,D0084"
C0006933,"P00235,D0043,D0036,D0098,D0003"
C0006935,"D0025,D0027,D0067,D0095,D0055"
C0006936,"D0033,D0041,D0073,D0023,D0054"
C0006955,"D0059,D0086,D0037,D0056,D0079"
C0006956,"P00310,D0062,D0042,D0048,D0091"
C0006957,"D0016,D0015,D0024,D0044,D0089"
C0006960,"P00424,D0065,D0048,D0068,D0076"
C0006963,"P00318,P00260,D0038,D0001,D0012"
C0006988,"P00339,D0051,D0066,D0098,D0083"
C0007015,"P00068,P00222,D0099,D0016,D0062"
C0007018,"P00369,D0003,D0062,D0030,D0008"
C0007020,"D0002,D0051,D0033,D0035,D0043"
C0007021,"P00041,D0005,D0019,D0081,D0024"
C0007027,"D0051,D0076,D0023,D0016,D0021"
C0007030,"D0040,D0091,D0094,D0053,D0056"
C0007041,"P00323,P00149,D0095,D0058,D0051"
C0007052,"P00089,P00074,D0056,D0073,D0013"
C0007054,"D0009,D0039,D0005,D0038,D0028"
C0007062,"D0081,D0074,D0014,D0004,D0020"
C0007067,"P00247,D0012,D0053,D0010,D0065"
C0007078,"D0080,D0064,D0079,D0085,D0039"
C0007086,"D0071,D0039,D0028,D0050,D0018"
C0007090,"P00035,D0063,D0100,D0041,D0066"
C0007093,"P00181,P00120,P00363,D0009,D0067"
C0007094,"P00290,P00255,D0078,D0052,D0083"
C0007102,"P00458,D0066,D0087,D0075,D0068"
C0007104,"P00070,P00136,D0051,D0079,D0002"
C0007114,"D0076,D0043,D0054,D0090,D0040"
C0007116,"P00273,D0018,D0052,D0059,D0042"
C0007122,"D0048,D0099,D0039,D0013,D0098"
C0007133,"D0037,D0022,D0067,D0076,D0035"
C0007139,"P00025,P00256,D0100,D0021,D0024"
C0007140,"P00296,D0044,D0056,D0049,D0017"
C0007150,"P00260,D0004,D0010,D0042,D0022"
C0007158,"D0052,D0067,D0073,D0098,D0059"
C0007162,"D0028,D0078,D0059,D0060,D0025"
C0007168,"D0001,D0097,D0085,D0063,D0040"
C0007169,"D0031,D0043,D0080,D0058,D0086"
C0007173,"P00426,D0018,D0010,D0071,D0014"
C0007177,"D0072,D0094,D0051,D0025,D0079"
C0007179,"D0002,D0070,D0038,D0015,D0076"
C0007182,"D0023,D0028,D0086,D0083,D0045"
C0007192,"P00273,P00394,D0086,D0070,D0089"
C0007199,"P00468,D0004,D0026,D0040,D0032"
C0007200,"P00139,P00441,D0100,D0062,D0097"
C0007201,"P00041,D0087,D0084,D0024,D0039"
C0007221,"P00012,P00499,D0084,D0053,D0033"
C0007222,"P00167,P00255,D0012,D0093,D0074"
C0007223,"D0025,D0033,D0089,D0006,D0094"
C0007229,"D0009,D0091,D0007,D0037,D0049"
C0007232,"P00179,D0039,D0091,D0073,D0088"
C0007242,"P00060,P00399,D0011,D0007,D0015"
C0007246,"P00128,P00490,P00186,D0024,D0083"
C0007251,"P00474,D0082,D0059,D0096,D0084"
C0007262,"P00476,D0032,D0021,D0012,D0074"
C0007268,"D0053,D0036,D0057,D0043,D0030"
C0007269,"P00255,D0048,D0004,D0045,D0079"
C0007276,"P00310,D0072,D0047,D0044,D0060"
C0007277,"P00118,D0069,D0089,D0094,D0014"
C0007278,"P00346,D0020,D0094,D0010,D0051"
C0007285,"P00447,D0033,D0069,D0098,D0055"
C0007286,"P00444,D0010,D0094,D0009,D0079"
C0007287,"P00460,D0070,D0027,D0064,D0038"
C0007291,"D0034,D0018,D0077,D0085,D0048"
C0007294,"P00462,P00425,P00134,D0007,D0086"
C0007299,"D0097,D0024,D0040,D0005,D0019"
C0007302,"D0066,D0068,D0008,D0087,D0028"
C0007304,"P00481,D0065,D0074,D0020,D0078"
C0007306,"D0069,D0051,D0089,D0078,D0006"
C0007322,"P00451,P00152,P00140,P00124,D0031"
C0007325,"P00477,D0074,D0086,D0032,D0010"
C0007328,"D0002,D0081,D0017,D0069,D0021"
C0007338,"P00426,P00245,P00350,D0058,D0080"
C0007342,"P00265,D0011,D0075,D0095,D0030"
C0007345,"P00011,P00305,D0020,D0019,D0070"
C0007349,"P00310,D0003,D0009,D0079,D0096"
C0007354,"P00414,D0069,D0066,D0011,D0041"
C0007357,"P00315,D0015,D0085,D0001,D0055"
C0007361,"P00177,P00260,D0022,D0005,D0057"
C0007366,"P00481,P00175,D0092,D0053,D0039"
C0007370,"P00269,D0062,D0070,D0019,D0074"
C0007376,"D0065,D0072,D0062,D0049,D0080"
C0007387,"P00417,D0002,D0047,D0097,D0071"
C0007396,"D0081,D0034,D0085,D0064,D0035"
C0007402,"D0018,D0056,D0061,D0031,D0009"
C0007403,"P00076,P00119,P00304,P00025,D0061"
C0007404,"P00408,P00393,D0084,D0078,D0028"
C0007429,"P00201,P00428,D0068,D0062,D0090"
C0007435,"D0059,D0008,D0049,D0004,D0078"
C0007439,"P00081,D0093,D0071,D0066,D0084"
C0007440,"D0052,D0084,D0033,D0053,D0007"
C0007443,"P00028,D0023,D0065,D0058,D0078"
C0007444,"D0038,D0050,D0030,D0023,D0097"
C0007450,"D0018,D0001,D0005,D0074,D0092"
C0007452,"P00129,P00462,D0062,D0090,D0027"
C0007454,"D0072,D0060,D0041,D0012,D0062"
C0007458,"D0030,D0044,D0008,D0073,D0096"
C0007459,"D0031,D0015,D0048,D0041,D0001"
C0007460,"P00072,D0093,D0096,D0013,D0038"
C0007464,"D0091,D0054,D0045,D0003,D0048"
C0007469,"D0044,D0047,D0031,D0049,D0012"
C0007474,"D0064,D0031,D0078,D0084,D0079"
C0007480,"P00003,D0014,D0069,D0029,D0034"
C0007485,"D0064,D0086,D0100,D0058,D0039"
C0007500,"P00208,P00240,D0082,D0092,D0063"
C0007502,"P00252,P00210,P00107,P00436,P00276"
C0007503,"P00376,P00300,D0079,D0035,D0097"
C0007509,"P00466,P00262,P00487,D0012,D0071"
C0007514,"P00355,D0034,D0058,D0012,D0062"
C0007517,"P00020,D0038,D0053,D0003,D0087"
C0007518,"P00268,D0009,D0026,D0022,D0027"
C0007531,"P00246,D0100,D0092,D0021,D0037"
C0007535,"P00341,D0040,D0045,D0059,D0069"
C0007538,"D0054,D0042,D0052,D0055,D0024"
C0007553,"P00231,D0042,D0048,D0043,D0074"
C0007554,"P00353,D0098,D0076,D0037,D0100"
C0007555,"D0071,D0025,D0065,D0055,D0084"
C0007560,"P00471,D0042,D0083,D0100,D0093"
C0007568,"P00020,P00453,D0056,D0013,D0022"
C0007569,"P00250,P00496,D0007,D0086,D0085"
C0007570,"P00374,D0079,D0019,D0082,D0063"
C0007572,"D0068,D0004,D0002,D0097,D0025"
C0007579,"D0065,D0063,D0050,D0002,D0040"
C0007583,"P00186,D0066,D0082,D0070,D0050"
C0007584,"D0045,D0015,D0081,D0023,D0079"
C0007590,"D0064,D0084,D0052,D0020,D0086"
C0007592,"P00339,D0093,D0056,D0037,D0026"
C0007595,"P00213,D0050,D0081,D0079,D0025"
C0007607,"P00086,D0085,D0067,D0036,D0011"
C0007627,"P00182,P00264,D0099,D0090,D0084"
C0007639,"D0075,D0074,D0059,D0042,D0081"
C0007649,"P00397,D0015,D0050,D0010,D0023"
C0007650,"P00331,D0025,D0052,D0044,D0088"
C0007651,"D0045,D0017,D0006,D0066,D0069"
C0007655,"D0017,D0011,D0007,D0083,D0066"
C0007661,"D0073,D0088,D0020,D0055,D0031"
C0007662,"P00209,P00394,P00050,P00142,D0016"
C0007663,"P00261,D0072,D0018,D0013,D0095"
C0007665,"D0022,D0040,D0093,D0065,D0087"
C0007667,"D0068,D0003,D0009,D0048,D0005"
C0007668,"D0073,D0006,D0048,D0046,D0039"
C0007669,"P00261,P00130,D0097,D0010,D0098"
C0007677,"P00120,P00153,D0059,D0076,D0029"
C0007678,"D0033,D0029,D0038,D0075,D0028"
C0007682,"P00189,D0087,D0045,D0061,D0046"
C0007684,"P00059,D0055,D0034,D0004,D0060"
C0007686,"D0053,D0017,D0061,D0042,D0085"
C0007692,"D0056,D0098,D0043,D0008,D0064"
C0007696,"D0077,D0014,D0073,D0064,D0017"
C0007699,"D0001,D0025,D0064,D0002,D0058"
C0007701,"P00439,P00054,D0074,D0035,D0057"
C0007703,"P00419,D0074,D0092,D0025,D0031"
C0007704,"D0020,D0060,D0050,D0048,D0022"
C0007705,"D0015,D0011,D0079,D0071,D0018"
C0007714,"P00046,P00173,D0051,D0004,D0044"
C0007718,"D0060,D0071,D0055,D0066,D0096"
C0007721,"P00214,D0071,D0033,D0052,D0086"
